Input Number, Run_Number, Result@ 100, SetABab, ANuAPX1, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-7, Run: 092, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 4, 2, 0, 1, 0, 0, 0, 4, 0, 5, 1, 1, 1, 0, 0, 0, 0, 3, 0, 4, 1, 1, 0, 0, 30, 0, 34, 10, 35, 11, 1, 0, 0, 0, 9, 9, 2, 10, 3, 1, 1, 1, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-7, Run: 093, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 1, 0, 1, 0, 0, 0, 16, 1, 17, 2, 1, 1, 0, 0, 0, 0, 4, 1, 5, 2, 1, 0, 0, 11, 0, 9, 0, 10, 1, 1, 0, 0, 0, 2, 3, 1, 3, 2, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48, 12, 49, 13, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-7, Run: 094, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 31, 10, 32, 11, 0, 1, 0, 0, 0, 8, 5, 9, 6, 1, 1, 0, 0, 0, 0, 6, 0, 7, 1, 1, 0, 0, 24, 0, 8, 1, 9, 2, 1, 0, 0, 0, 19, 8, 4, 20, 5, 1, 1, 1, 0, 0, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 0, 7, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-7, Run: 095, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 3, 0, 1, 0, 0, 0, 4, 0, 5, 1, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 0, 20, 0, 6, 21, 7, 1, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39, 7, 40, 8, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-7, Run: 096, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 7, 2, 0, 1, 0, 0, 0, 4, 1, 5, 2, 1, 1, 0, 0, 0, 0, 10, 0, 11, 1, 1, 0, 0, 8, 0, 17, 3, 18, 4, 1, 0, 0, 0, 10, 2, 3, 11, 4, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 0, 8, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-7, Run: 097, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 2, 0, 3, 1, 1, 1, 0, 0, 0, 0, 10, 3, 11, 4, 1, 0, 0, 12, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 2, 2, 2, 3, 1, 1, 1, 0, 0, 0, 0, 13, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 2, 7, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-7, Run: 098, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 2, 5, 3, 0, 1, 0, 0, 0, 6, 1, 7, 2, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 20, 0, 16, 6, 17, 7, 1, 0, 0, 0, 37, 4, 12, 38, 13, 1, 1, 1, 0, 0, 0, 0, 21, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-7, Run: 099, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 22, 11, 23, 12, 0, 1, 0, 0, 0, 15, 3, 16, 4, 1, 1, 0, 0, 0, 0, 4, 0, 5, 1, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 0, 38, 0, 5, 39, 6, 1, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 6, 16, 7, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-7, Run: 100, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 1, 0, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 0, 4, 2, 5, 3, 1, 0, 0, 8, 0, 6, 0, 7, 1, 1, 0, 0, 0, 27, 1, 8, 28, 9, 1, 1, 1, 1, 1, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 2, 29, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 001, F, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 1, 1, 46, 23, 2, 0, 24, 0, 0, 27, 7, 30, 8, 3, 1, 45, 4, 0, 5, 2, 10, 3, 1, 1, 0, 24, 0, 0, 4, 2, 5, 3, 1, 1, 0, 0, 0, 17, 2, 18, 3, 1, 46, 3, 0, 6, 0, 3, 10, 4, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 73, 0, 0, 13, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 73, 2, 0, 11, 0, 0, 4, 0, 6, 1, 1, 1
INVAR-8, Run: 002, F, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 1, 1, 44, 24, 1, 0, 22, 2, 0, 1, 0, 5, 1, 6, 1, 48, 2, 0, 11, 4, 14, 5, 1, 1, 0, 24, 1, 0, 0, 2, 2, 3, 1, 0, 0, 12, 0, 26, 5, 27, 6, 1, 47, 3, 0, 2, 2, 0, 6, 1, 1, 1, 1, 0, 0, 0, 0, 19, 0, 0, 0, 0, 74, 0, 0, 13, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74, 3, 0, 12, 0, 0, 8, 2, 11, 1, 3, 1
INVAR-8, Run: 003, F, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 1, 1, 48, 24, 1, 0, 24, 0, 0, 1, 0, 3, 1, 1, 1, 47, 1, 0, 0, 1, 2, 2, 1, 1, 1, 24, 0, 0, 7, 0, 8, 1, 1, 0, 0, 12, 0, 10, 2, 11, 3, 1, 47, 1, 0, 10, 0, 3, 12, 4, 1, 1, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 71, 0, 0, 14, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 71, 3, 0, 9, 1, 0, 15, 6, 19, 1, 7, 1
INVAR-8, Run: 004, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 1, 48, 24, 1, 0, 23, 2, 0, 40, 18, 44, 19, 2, 1, 47, 2, 1, 21, 6, 25, 8, 1, 1, 0, 25, 0, 0, 20, 6, 21, 7, 1, 0, 0, 3, 0, 1, 0, 2, 1, 1, 47, 3, 0, 21, 4, 4, 25, 5, 1, 1, 1, 0, 0, 10, 0, 6, 0, 72, 3, 0, 0, 0, 0, 0, 0, 0, 5, 11, 6, 14, 6, 0, 15, 0, 0, 75, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 005, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 49, 23, 2, 0, 25, 0, 0, 14, 4, 17, 5, 1, 1, 48, 2, 0, 15, 3, 18, 4, 1, 1, 0, 24, 0, 1, 14, 1, 16, 3, 1, 0, 0, 13, 0, 0, 0, 1, 1, 1, 46, 3, 1, 8, 6, 2, 13, 4, 1, 1, 1, 0, 0, 16, 0, 15, 0, 73, 2, 0, 0, 0, 0, 0, 0, 0, 7, 6, 1, 9, 2, 1, 9, 0, 0, 76, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-8, Run: 006, F, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 148, 0, 0, 0, 0, 0, 0, 0, 1, 49, 23, 1, 1, 22, 1, 1, 8, 0, 13, 3, 0, 1, 48, 1, 0, 30, 11, 32, 12, 1, 1, 0, 22, 2, 0, 2, 2, 5, 3, 1, 1, 0, 0, 0, 27, 10, 27, 10, 0, 47, 2, 0, 25, 1, 5, 28, 6, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 71, 0, 0, 16, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 76, 1, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 007, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 47, 25, 0, 0, 22, 3, 0, 19, 6, 23, 7, 3, 1, 48, 2, 0, 15, 3, 18, 4, 1, 1, 0, 25, 0, 0, 11, 2, 12, 3, 1, 0, 0, 3, 0, 9, 1, 10, 2, 1, 48, 2, 0, 5, 0, 0, 8, 1, 1, 1, 1, 0, 0, 10, 1, 7, 0, 70, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 6, 4, 1, 14, 0, 0, 79, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 008, F, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 1, 1, 43, 23, 1, 1, 23, 1, 0, 3, 0, 7, 2, 7, 1, 46, 4, 0, 6, 1, 11, 2, 1, 1, 0, 25, 0, 0, 2, 1, 3, 2, 1, 0, 0, 1, 0, 25, 6, 26, 7, 1, 49, 1, 0, 23, 1, 8, 25, 9, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 63, 0, 0, 14, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 85, 2, 1, 10, 1, 0, 17, 4, 21, 1, 6, 1
INVAR-8, Run: 009, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 1, 48, 25, 0, 0, 24, 1, 0, 6, 0, 8, 1, 2, 1, 48, 2, 0, 20, 0, 23, 1, 1, 1, 0, 23, 2, 0, 12, 2, 15, 3, 1, 0, 0, 3, 0, 2, 0, 3, 1, 1, 48, 2, 0, 31, 1, 7, 34, 8, 1, 1, 1, 0, 0, 15, 0, 6, 0, 81, 2, 0, 0, 0, 0, 0, 0, 0, 2, 6, 1, 8, 1, 0, 10, 0, 0, 67, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 010, F, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 0, 0, 0, 1, 48, 25, 0, 0, 22, 3, 0, 14, 1, 18, 2, 2, 1, 44, 3, 0, 0, 0, 4, 1, 1, 1, 0, 23, 0, 0, 4, 1, 5, 2, 1, 0, 0, 11, 0, 0, 0, 1, 1, 1, 44, 3, 0, 2, 2, 2, 6, 3, 1, 1, 1, 0, 0, 12, 0, 14, 0, 65, 2, 0, 0, 0, 0, 0, 0, 0, 3, 22, 0, 25, 1, 1, 11, 0, 0, 74, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 011, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 48, 25, 0, 0, 23, 2, 0, 14, 2, 17, 3, 2, 1, 49, 1, 0, 21, 7, 23, 8, 1, 1, 0, 25, 0, 0, 5, 2, 6, 3, 1, 0, 0, 21, 0, 9, 2, 10, 3, 1, 47, 2, 0, 0, 6, 0, 3, 1, 1, 1, 1, 0, 0, 14, 0, 24, 0, 88, 3, 0, 0, 0, 0, 0, 0, 0, 7, 14, 1, 18, 2, 1, 11, 0, 0, 56, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 012, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 49, 25, 0, 0, 23, 2, 0, 10, 2, 13, 3, 1, 1, 49, 1, 0, 8, 0, 10, 1, 1, 1, 0, 24, 1, 0, 30, 7, 32, 8, 1, 0, 0, 17, 0, 10, 3, 10, 3, 0, 50, 0, 0, 9, 3, 1, 10, 2, 1, 1, 1, 0, 0, 13, 1, 19, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 1, 6, 2, 1, 11, 0, 0, 70, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 013, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 46, 22, 3, 0, 25, 0, 0, 2, 1, 6, 2, 4, 1, 45, 3, 2, 2, 2, 8, 5, 1, 1, 0, 25, 0, 0, 11, 1, 12, 2, 1, 0, 0, 13, 0, 1, 0, 2, 1, 1, 49, 1, 0, 6, 2, 3, 8, 4, 1, 1, 1, 0, 0, 11, 0, 18, 0, 86, 1, 0, 0, 0, 0, 0, 0, 0, 3, 25, 10, 27, 11, 1, 14, 0, 0, 63, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 014, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 49, 23, 2, 0, 22, 3, 0, 21, 6, 27, 7, 1, 1, 49, 1, 0, 2, 1, 4, 2, 1, 1, 0, 24, 1, 0, 0, 0, 2, 1, 1, 0, 0, 4, 0, 1, 0, 2, 1, 1, 45, 5, 0, 8, 1, 2, 14, 3, 1, 1, 1, 0, 0, 14, 0, 6, 0, 62, 1, 0, 0, 0, 0, 0, 0, 0, 2, 14, 4, 16, 5, 1, 11, 0, 0, 87, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 015, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 47, 24, 1, 0, 25, 0, 0, 2, 0, 4, 1, 2, 1, 43, 6, 1, 7, 0, 15, 2, 1, 1, 1, 25, 0, 0, 2, 0, 3, 1, 1, 0, 0, 13, 0, 3, 1, 4, 2, 1, 50, 0, 0, 3, 3, 1, 4, 2, 1, 1, 1, 0, 0, 12, 0, 17, 0, 78, 1, 0, 0, 0, 0, 0, 0, 0, 5, 31, 6, 33, 7, 1, 13, 0, 0, 71, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 016, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 0, 0, 0, 1, 47, 23, 2, 0, 22, 3, 0, 11, 2, 17, 3, 3, 1, 48, 1, 0, 9, 1, 11, 2, 1, 1, 0, 24, 0, 0, 30, 9, 31, 10, 1, 1, 0, 17, 0, 10, 6, 10, 6, 0, 45, 2, 0, 1, 4, 0, 4, 1, 1, 1, 1, 0, 0, 13, 0, 21, 0, 70, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 3, 2, 1, 11, 0, 0, 69, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 017, F, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 47, 21, 1, 0, 22, 0, 0, 0, 0, 2, 1, 3, 1, 49, 0, 1, 5, 0, 7, 2, 1, 1, 0, 25, 0, 0, 42, 14, 43, 15, 1, 0, 0, 0, 0, 5, 1, 5, 1, 0, 46, 2, 2, 2, 0, 0, 7, 3, 1, 1, 1, 0, 0, 10, 1, 4, 0, 79, 2, 0, 0, 0, 0, 0, 0, 0, 1, 20, 5, 24, 6, 1, 14, 0, 0, 69, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 018, F, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 1, 1, 43, 20, 2, 0, 20, 1, 0, 8, 4, 12, 5, 0, 1, 40, 3, 0, 15, 3, 19, 4, 1, 1, 0, 21, 0, 0, 50, 21, 51, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 11, 0, 3, 12, 4, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 69, 0, 0, 13, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 58, 3, 0, 8, 0, 0, 16, 3, 19, 1, 4, 1
INVAR-8, Run: 019, F, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 1, 47, 23, 1, 0, 24, 0, 0, 1, 0, 3, 1, 3, 1, 47, 2, 1, 3, 1, 7, 3, 1, 1, 0, 24, 1, 0, 3, 1, 5, 2, 1, 0, 0, 27, 0, 27, 4, 28, 4, 0, 45, 5, 0, 21, 5, 8, 27, 9, 1, 1, 1, 0, 0, 7, 1, 31, 0, 68, 3, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 5, 0, 0, 17, 0, 0, 79, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 020, F, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 1, 1, 46, 23, 2, 0, 23, 1, 0, 1, 0, 5, 1, 3, 1, 45, 5, 0, 30, 5, 36, 6, 1, 1, 1, 24, 0, 1, 26, 5, 27, 6, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 49, 1, 0, 8, 3, 0, 10, 1, 1, 1, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 69, 0, 0, 15, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 79, 2, 0, 10, 0, 0, 0, 1, 2, 1, 2, 1
